"n_grp","start","end","text","video_id","suffix"
329,909.15,910.959,"Cher, j'avais rencontré le MEDEF et je","p6Pzs3iGwNk","bfm"
330,910.959,914.43,"rencontre des patrons de PME TPE parce que je pense que c'est eux euh les deux.","p6Pzs3iGwNk","bfm"
331,914.43,916.68,"Il y a eu les deux. Je pense que c'est","p6Pzs3iGwNk","bfm"
332,916.68,919.67,"euh les patrons de PME TPE qui aujourd'hui créent de l'emploi. Donc","p6Pzs3iGwNk","bfm"
333,919.67,920.6,"c'est eux qu'il faut soutenir","p6Pzs3iGwNk","bfm"
334,920.6,923.069,"principalement et ça ça reste notre boussole.","p6Pzs3iGwNk","bfm"
335,923.069,924.44,"Les maisons closes.","p6Pzs3iGwNk","bfm"
336,924.44,929.35,"Ouais. Vous l'aviez vu venir vous ça la proposition de votre votre collègue euh","p6Pzs3iGwNk","bfm"
337,929.35,931.6,"monsieur Tangy qui voudrait rouvrir les","p6Pzs3iGwNk","bfm"
338,931.6,933.91,"maisons closes. Mais euh je vais pas vous dire que je","p6Pzs3iGwNk","bfm"
339,933.91,934.959,"l'ai pas vu venir parce qu'en fait nous","p6Pzs3iGwNk","bfm"
340,934.959,939.35,"avons présidé avec Anaïs Sabatini député Rassemblement national de Perpignan un","p6Pzs3iGwNk","bfm"
341,939.35,941.36,"groupe d'étude sur la prostitution","p6Pzs3iGwNk","bfm"
342,941.36,944.269,"pendant les deux années précédentes. Donc on s'est déjà intéressé à ces","p6Pzs3iGwNk","bfm"
343,944.269,946.36,"sujets-là. Emmanuel Taché qui est notre","p6Pzs3iGwNk","bfm"
344,946.36,949.47,"présentant qui est député des bouches du Rô mais à la délégation de droits des","p6Pzs3iGwNk","bfm"
345,949.47,951.6,"femmes y est aussi favorable. Donc la","p6Pzs3iGwNk","bfm"
346,951.6,955.069,"réflexion, elle existait et Marine Le Pen y était favorable. Euh que","p6Pzs3iGwNk","bfm"
347,955.069,956.92,"Jean-Philippe Tangui propose ça euh sur","p6Pzs3iGwNk","bfm"
348,956.92,959.47,"un modèle très différent de celui qu'on connaît, c'est-à-dire plutôt des","p6Pzs3iGwNk","bfm"
349,959.47,961.399,"coopératives qui seraient gérés par les","p6Pzs3iGwNk","bfm"
350,961.399,965.509,"intéressés pour les protéger euh des insécurités, pour leur donner aussi des","p6Pzs3iGwNk","bfm"
351,965.509,967.44,"droits sociaux, une retraite. Je pense","p6Pzs3iGwNk","bfm"
352,967.44,970.43,"que c'est une façon mature et adulte d'affronter ce problème.","p6Pzs3iGwNk","bfm"
353,970.43,971.36,"Ça pourrait être dans le programme","p6Pzs3iGwNk","bfm"
354,971.36,973.79,"présidentiel de 2027. Le programme présidentiel, j'en sais","p6Pzs3iGwNk","bfm"
355,973.79,976.36,"rien. En tous les cas, c'est une action","p6Pzs3iGwNk","bfm"
356,976.36,980.35,"parlementaire. C'est un acte de de législateur, un acte de député que je","p6Pzs3iGwNk","bfm"
357,980.35,981.16,"soutiens pour ma part.","p6Pzs3iGwNk","bfm"
358,981.16,985.309,"Vous avez pensé quoi vous des propos de Brigitte Macron qui alors qu'elle était","p6Pzs3iGwNk","bfm"
359,985.309,986.88,"dans les coulisses du spectacle d'Harry","p6Pzs3iGwNk","bfm"
360,986.88,991.35,"Habitant a parlé à propos des militants féministes qui avaient tenté la veille","p6Pzs3iGwNk","bfm"
361,991.35,996,"de faire annuler ce spectacle de Salcon.","p6Pzs3iGwNk","bfm"
362,996,999.79,"Je n'ai pas à commenter un propos privé et je trouve qu'aller chercher, aller","p6Pzs3iGwNk","bfm"
363,999.79,1002.12,"piéger, aller prendre un propos privé","p6Pzs3iGwNk","bfm"
364,1002.12,1005.79,"qui n'est pas donc par définition un propos officiel de madame Macron pour en","p6Pzs3iGwNk","bfm"
365,1005.79,1007.36,"faire une polémique me semble être très","p6Pzs3iGwNk","bfm"
366,1007.36,1010.79,"malsin. Si on met des micros partout, si on écoute les propos privés des","p6Pzs3iGwNk","bfm"
367,1010.79,1012.319,"journalistes, des politiques, des chefs","p6Pzs3iGwNk","bfm"
368,1012.319,1015.309,"d'entreprise et cetera, on va pas être déçu du voyage parce que ce que tout le","p6Pzs3iGwNk","bfm"
369,1015.309,1017.44,"monde se raconte dans la vie n'a rien à","p6Pzs3iGwNk","bfm"
370,1017.44,1020.03,"voir forcément. Non, il y a pas eu il y a pas une forme","p6Pzs3iGwNk","bfm"
371,1020.03,1021.24,"d'hypocrisie, mais c'est-à-dire que","p6Pzs3iGwNk","bfm"
372,1021.24,1024.99,"lorsqu'on a un propos officiel, on met par exemple les formes que qu'on ne met","p6Pzs3iGwNk","bfm"
373,1024.99,1027.24,"pas forcément dans un propos privé. Mais","p6Pzs3iGwNk","bfm"
374,1027.24,1031.909,"sur le fond, pour parler, pour revenir à l'hypocrisie, madame Macron, elle met le","p6Pzs3iGwNk","bfm"
375,1031.909,1032.88,"doigt sur quelque chose. C'est-à-dire","p6Pzs3iGwNk","bfm"
376,1032.88,1036.35,"que le comédien, monsieur habitant, il a bénéficié d'un non lieu. La justice a","p6Pzs3iGwNk","bfm"
377,1036.35,1038.959,"décidé qu'il n'était donc pas coupable.","p6Pzs3iGwNk","bfm"
378,1038.959,1042.47,"Mais on peut pas remettre en cause et empêcher quelqu'un qui fait son métier","p6Pzs3iGwNk","bfm"
379,1042.47,1044.319,"euh de l'exercer, interrompre ses","p6Pzs3iGwNk","bfm"
380,1044.319,1046.549,"spectacles. Il faut pas tenter d'interrompre ses spectacles quoi.","p6Pzs3iGwNk","bfm"
381,1046.549,1048.079,"Bah non, puisque de toute façon, il","p6Pzs3iGwNk","bfm"
382,1048.079,1052.549,"n'est pas coupable. Donc au nom de quoi on vient empêcher quelqu'un euh au nom","p6Pzs3iGwNk","bfm"
383,1052.549,1053.96,"d'une élucubration, au nom d'un","p6Pzs3iGwNk","bfm"
384,1053.96,1057.39,"fantasme, au nom de euh Sincèrement, moi je suis toujours favorable à ce qu'on","p6Pzs3iGwNk","bfm"
385,1057.39,1059.919,"entende euh la parole euh des femmes","p6Pzs3iGwNk","bfm"
386,1059.919,1063.23,"victimes. Mais quand la justice s'est prononcée, je pense que euh","p6Pzs3iGwNk","bfm"
387,1063.23,1064.64,"effectivement il faut laisser cela sinon","p6Pzs3iGwNk","bfm"
388,1064.64,1067.87,"il y a plus de justice. Merci Sébastien Chenu d'avoir répondu à","p6Pzs3iGwNk","bfm"
389,1067.87,1070.6,"mes questions ce matin. Vous êtes député","p6Pzs3iGwNk","bfm"
390,1070.6,1075.87,"Ren du Nord, vice-président de l'Assemblée nationale. Il est 8h46 et","p6Pzs3iGwNk","bfm"
391,1075.87,1079,"l'Assemblée nationale. Il est 8h46 et vous êtes bien sur RMC BFM","p6Pzs3iGwNk","bfm"
0,3.929,14.19,"8h29 et vous êtes bien sur RMC et BFM","QA84_nDOREk","bfm"
1,14.19,16.199,"TV. Bonjour Marian Maréchal, vous êtes","QA84_nDOREk","bfm"
2,16.199,20.509,"présidente du parti identité liberté que vous avez créé et vous êtes député","QA84_nDOREk","bfm"
3,20.509,22.519,"européenne. On va en venir à la colère","QA84_nDOREk","bfm"
4,22.519,27.55,"agricole, la ministre de l'agriculture qui est attendue dans le sud-ouest d'un","QA84_nDOREk","bfm"
5,27.55,29.4,"instant à l'autre. Mais Marion Maréchal","QA84_nDOREk","bfm"
6,29.4,34.35,"d'abord l'horreur en Australie. 15 morts et au moins 40 blessés dans un attentat","QA84_nDOREk","bfm"
7,34.35,36.52,"terroriste qui visait des juifs. Les","QA84_nDOREk","bfm"
8,36.52,41.75,"fêtes de Ranoua, fête juive des lumières sur une plage. L'antisémitisme","QA84_nDOREk","bfm"
9,41.75,44.16,"encore. Est-ce que vous y voyez un lien","QA84_nDOREk","bfm"
10,44.16,47.59,"avec ces avec la montée de l'antisémitisme dans le reste du monde","QA84_nDOREk","bfm"
11,47.59,49.28,"et d'abord votre réaction ? Bah,","QA84_nDOREk","bfm"
12,49.28,51.27,"évidemment, un sentiment d'horreur, d'autant plus que lorsqu'on est","QA84_nDOREk","bfm"
13,51.27,52.16,"français, tout de suite, ça fait","QA84_nDOREk","bfm"
14,52.16,56.029,"ressurgir des souvenirs euh morbides, hein, nous-mêmes ayant été victimes euh","QA84_nDOREk","bfm"
15,56.029,58.44,"de ce de ce djihadisme. Euh djihadisme","QA84_nDOREk","bfm"
16,58.44,60.83,"qui est aujourd'hui une menace mondiale, qui n'a jamais été aussi aigu. C'est","QA84_nDOREk","bfm"
17,60.83,62.64,"56000 morts en 10 ans hein, le","QA84_nDOREk","bfm"
18,62.64,66.63,"djihadisme 305, je le rappelle, euh en France. Donc, c'est un phénomène","QA84_nDOREk","bfm"
19,66.63,67.479,"aujourd'hui qui frappe tout","QA84_nDOREk","bfm"
20,67.479,70.35,"particulièrement, disons-le, l'Occident au sens large puisque les islamistes","QA84_nDOREk","bfm"
21,70.35,71.159,"nous voient comme un bloc","QA84_nDOREk","bfm"
22,71.159,75.27,"civilisationnel, comme les les mécréants finalement à abattre. qu'ils veulent pas","QA84_nDOREk","bfm"
23,75.27,77.08,"seulement nous détruire mais nous","QA84_nDOREk","bfm"
24,77.08,79.95,"convertir de force d'une certaine manière. Et tout ce que j'ai envie de","QA84_nDOREk","bfm"
25,79.95,80.84,"dire c'est que finalement les mêmes","QA84_nDOREk","bfm"
26,80.84,84.19,"causes entraînent les mêmes effets de Paris à Sydney. C'est-à-dire que nous","QA84_nDOREk","bfm"
27,84.19,85.52,"sommes face à des pays aujourd'hui qui","QA84_nDOREk","bfm"
28,85.52,88.59,"accueillent de manière très importante des populations immigrées venant d'un","QA84_nDOREk","bfm"
29,88.59,90.04,"certain nombre de pays musulmans. Parmi","QA84_nDOREk","bfm"
30,90.04,93.469,"cette population immigrée, on trouve une part d'islamistes et parmi ces","QA84_nDOREk","bfm"
31,93.469,94.479,"islamistes, on trouve des gens qui","QA84_nDOREk","bfm"
32,94.479,98.789,"passent à l'acte de manière violente. Et donc ça devrait nous appeler à une prise","QA84_nDOREk","bfm"
33,98.789,100.64,"de lucidité et à une rupture radicale","QA84_nDOREk","bfm"
34,100.64,104.389,"avec les politiques d'immigration. où il s'agit d'une guerre de civilisation.","QA84_nDOREk","bfm"
35,104.389,105.799,"Ah bah indéiablement d'ailleurs, c'est","QA84_nDOREk","bfm"
36,105.799,108.51,"dans les guerres de civilisation, vous savez, c'est l'ennemi qui vous désigne","QA84_nDOREk","bfm"
37,108.51,110.56,"et l'ennemi islamiste nous a désigné","QA84_nDOREk","bfm"
38,110.56,114.429,"comme un ennemi à abattre ou à convertir. Et c'est un sujet d'autant","QA84_nDOREk","bfm"
39,114.429,115.479,"plus grave qu'aujourd'hui, c'est vos","QA84_nDOREk","bfm"
40,115.479,118.51,"confrères du point qu'il l'avait relevé à la suite d'un sondage ifOP qui avait","QA84_nDOREk","bfm"
41,118.51,121.039,"été fait sur l'état de de radicalité, si","QA84_nDOREk","bfm"
42,121.039,124.19,"je puis dire, de la de la communauté musulmane en France. Euh nous avons à","QA84_nDOREk","bfm"
43,124.19,126.6,"peu près 142000 personnes en France qui","QA84_nDOREk","bfm"
44,126.6,131.19,"ont des sympathies pour les courants djihadistes. Euh 142000 personnes en","QA84_nDOREk","bfm"
45,131.19,132.52,"France, c'est une armée, faut imaginer","QA84_nDOREk","bfm"
46,132.52,137.27,"que vous avez traduit les pourcentages de cette étude en nombre. Donc vous","QA84_nDOREk","bfm"
47,137.27,139.2,"estimez qu'il y a 142000 personnes en","QA84_nDOREk","bfm"
48,139.2,142.07,"France qui croit qu'ils sont des djihadistes en puissance. C'est comme ça","QA84_nDOREk","bfm"
49,142.07,143,"que vous le dites. C'est ce sont les","QA84_nDOREk","bfm"
50,143,145.309,"chiffres d'ailleurs de vos confrères du point qui en effet font partie de ce","QA84_nDOREk","bfm"
51,145.309,147.04,"chiffre terrifiant qui fait que 3 %","QA84_nDOREk","bfm"
52,147.04,151.589,"aujourd'hui des musulmans en France ont des sympathie pour le djihadisme. Je","QA84_nDOREk","bfm"
53,151.589,153.48,"rappelle que c'est 42 % également des","QA84_nDOREk","bfm"
54,153.48,156.83,"jeunes de 18 à 25 ans qui ont une sympathie pour un courant islamiste au","QA84_nDOREk","bfm"
55,156.83,158.16,"sens large. Donc il y a quand même","QA84_nDOREk","bfm"
56,158.16,162.43,"aujourd'hui un phénomène qui induit que non seulement il y a des musulmans de","QA84_nDOREk","bfm"
57,162.43,163.599,"plus en plus radicaux dans notre pays,","QA84_nDOREk","bfm"
58,163.599,165.91,"mais surtout plus ils sont jeunes, plus ils sont radicaux. Ce qui indique que","QA84_nDOREk","bfm"
59,165.91,167,"les problèmes sont devant nous.","QA84_nDOREk","bfm"
60,167,171.91,"Finalement, il y a parmi les victimes en Australie un jeune français de","QA84_nDOREk","bfm"
61,171.91,174.519,"confession juive, Danne Elkayam, qui a","QA84_nDOREk","bfm"
62,174.519,179.47,"donc été abattu sur cette plage. C'est donc une nouvelle victime française du","QA84_nDOREk","bfm"
63,179.47,181.239,"terrorisme.","QA84_nDOREk","bfm"
64,181.239,184.39,"Qu'est-ce que vous en dites aujourd'hui par rapport à ces Français de confession","QA84_nDOREk","bfm"
65,184.39,187.2,"juive qui pour certains estiment qu'ils","QA84_nDOREk","bfm"
66,187.2,190.39,"n'ont plus leur place en France mais qui en même temps quand il voi que au bout","QA84_nDOREk","bfm"
67,190.39,192.319,"du monde encore l'antisémitisme touche","QA84_nDOREk","bfm"
68,192.319,195.03,"ne savent plus forcément où se rendre ? Ah bah je comprends leur leur","QA84_nDOREk","bfm"
69,195.03,197.44,"inquiétude, leur désespoir. Voi parfois","QA84_nDOREk","bfm"
70,197.44,200.789,"leur leur leur besoin de partir ne se sentant plus protégé en France puisque","QA84_nDOREk","bfm"
71,200.789,202.36,"de fait il me semble que toutes les","QA84_nDOREk","bfm"
72,202.36,205.35,"mesures ne sont pas prises aujourd'hui pour assurer la sécurité non seulement","QA84_nDOREk","bfm"
73,205.35,207.36,"de nos compatriotes juifs mais plus","QA84_nDOREk","bfm"
74,207.36,209.91,"largement des Français en général. Quand je vois qu'il y a encore dans notre pays","QA84_nDOREk","bfm"
75,209.91,211.959,"des fichiers pour islamistes clandestins","QA84_nDOREk","bfm"
76,211.959,214.869,"qui sont sur le sol français, des fichiers pour islamistes étrangers qui","QA84_nDOREk","bfm"
77,214.869,216.04,"sont maintenus sur le sol français.","QA84_nDOREk","bfm"
78,216.04,218.27,"quand je vois que nous n'avons même pas été capables de déchir de leur","QA84_nDOREk","bfm"
79,218.27,220.319,"nationalité des djihadistes qui étaient","QA84_nDOREk","bfm"
80,220.319,223.39,"partis sur des terrains de guerre tels que celui de la Syrie. Quand je vois","QA84_nDOREk","bfm"
81,223.39,224.519,"qu'une fois plus nous ne prenons pas","QA84_nDOREk","bfm"
82,224.519,228.39,"toujours les mesures de précaution en matière une fois plus d'immigration pour","QA84_nDOREk","bfm"
83,228.39,230.56,"pour maîtriser ce flux venant de pays à","QA84_nDOREk","bfm"
84,230.56,233.71,"risque. Oui, je comprends qu'il y ait cette inquiétude de vous estimez que","QA84_nDOREk","bfm"
85,233.71,237,"globalement l'immigration est un risque","QA84_nDOREk","bfm"
86,237,240.47,"Ah bah je considère qu'indéiablement aujourd'hui l'immigration dans notre","QA84_nDOREk","bfm"
87,240.47,242.36,"pays est un des terra privilégiés de","QA84_nDOREk","bfm"
88,242.36,246.75,"recrutement bien sûr du djihadisme de notre pays. Je précise que les deux","QA84_nDOREk","bfm"
89,246.75,249.2,"terroristes présumés, un père et son","QA84_nDOREk","bfm"
90,249.2,253.83,"fils en Australie étaient de nationalité australienne.","QA84_nDOREk","bfm"
91,253.83,257.079,"Alors le père était arrivé en Australie","QA84_nDOREk","bfm"
92,257.079,260.629,"et avait obtenu la nationalité australienne. Son fils était,","QA84_nDOREk","bfm"
93,260.629,262.919,"semble-t-il, né en Australie, 24 ans. Le","QA84_nDOREk","bfm"
94,262.919,269.31,"père a été abattu. Le fils est blessé mais semble-t-il conscient. Il était","QA84_nDOREk","bfm"
95,269.31,271.08,"connu des services de police notamment","QA84_nDOREk","bfm"
96,271.08,276.189,"pour des liens avec Daesh. Est-ce que ça veut dire que aujourd'hui vous estimez","QA84_nDOREk","bfm"
97,276.189,278,"que tout c'est-à-dire qu'il aurait été","QA84_nDOREk","bfm"
98,278,282.189,"considéré en France comme un fichier S et peut-être même pas resté sous fichier","QA84_nDOREk","bfm"
99,282.189,284.6,"S puisque l'enquête certes qui avait","QA84_nDOREk","bfm"
100,284.6,288.189,"duré 6 mois sur cet individu avait conclu qu'il avait eu des liens avec","QA84_nDOREk","bfm"
101,288.189,290.08,"Daesh mais pas de nature à présenter une","QA84_nDOREk","bfm"
102,290.08,292.95,"menace. Bah ça interroge d'ailleurs plus largement, c'est vrai en Australie,","QA84_nDOREk","bfm"
103,292.95,294.24,"c'est vrai en France, notre politique","QA84_nDOREk","bfm"
104,294.24,297.43,"d'acquisition de la nationalité puisque là encore, on est face à des personnes","QA84_nDOREk","bfm"
105,297.43,298.199,"qui étaient fichées par les","QA84_nDOREk","bfm"
106,298.199,301.51,"renseignement. Moi, je défends depuis longtemps déjà euh la détention","QA84_nDOREk","bfm"
107,301.51,302.96,"administrative des fichiers S et","QA84_nDOREk","bfm"
108,302.96,305.71,"préventif des fichiers S, le temps de faire un état des lieux sur la situation","QA84_nDOREk","bfm"
109,305.71,306.96,"de chacun. Est-ce que ce sont des","QA84_nDOREk","bfm"
110,306.96,309.11,"clandestins et est-ce que ce sont des étrangers et auquel cas ils doivent","QA84_nDOREk","bfm"
111,309.11,310.24,"retourner dans leur pays d'origine ?","QA84_nDOREk","bfm"
112,310.24,313.35,"Est-ce que ce sont des binationaux et auquel cas on devrait pouvoir en effet","QA84_nDOREk","bfm"
113,313.35,314.639,"se donner les moyens de les déchoirs de","QA84_nDOREk","bfm"
114,314.639,317.87,"leur nationalité parce qu'ils représentent des bombes finalement à","QA84_nDOREk","bfm"
115,317.87,320.319,"retardement sur le sur le sol français ?","QA84_nDOREk","bfm"
116,320.319,323.629,"Parce qu'aujourd'hui en effet nous sommes nous avons des gens qui sont","QA84_nDOREk","bfm"
117,323.629,325.08,"prêts à passer à l'acte et dont les","QA84_nDOREk","bfm"
118,325.08,328.39,"services de renseignement ne parviennent pas systématiquement. Est-ce que ça veut","QA84_nDOREk","bfm"
119,328.39,331.319,"dire que chaque soupçon doit être suivi","QA84_nDOREk","bfm"
120,331.319,334.27,"d'une sorte de surveillance accrue ? Bah c'est ce qu'on appelle un principe de","QA84_nDOREk","bfm"
121,334.27,335.52,"précaution. Si vous voulez qu'on est","QA84_nDOREk","bfm"
122,335.52,337.51,"capable de l'appliquer en matière écologique, je ne vois pas pourquoi on","QA84_nDOREk","bfm"
123,337.51,338.56,"ne serait pas capable de l'appliquer en","QA84_nDOREk","bfm"
124,338.56,342.43,"matière de djihadisme, sachant que c'est une menace existentielle pour la","QA84_nDOREk","bfm"
125,342.43,344.6,"sécurité de la nation qui menace la vie","QA84_nDOREk","bfm"
126,344.6,347.59,"de nos compatriotes et qu'à ce titre, quand on sait qu'on a des profils","QA84_nDOREk","bfm"
127,347.59,349.12,"dangereux dont tous d'ailleurs n'ont pas","QA84_nDOREk","bfm"
128,349.12,352.55,"la légitimité être sur le sol français, oui, il faut pouvoir faire un moratoire","QA84_nDOREk","bfm"
129,352.55,353.4,"finalement sur la politique","QA84_nDOREk","bfm"
130,353.4,356.83,"d'immigration et traiter de manière exceptionnelle ces profils là pour","QA84_nDOREk","bfm"
131,356.83,358.44,"apporter une réponse politique globale.","QA84_nDOREk","bfm"
132,358.44,360.95,"Comment on fait pour qu'il y ait pas d'amalgame ? Est-ce que vous redoutez","QA84_nDOREk","bfm"
133,360.95,362.199,"qu'il puisse y avoir un amalgame ? Moi,","QA84_nDOREk","bfm"
134,362.199,364.469,"je pense que les Français, y compris de confessions musulmanes, font","QA84_nDOREk","bfm"
135,364.469,365.72,"parfaitement la différence dans nos","QA84_nDOREk","bfm"
136,365.72,370.189,"propos entre ceux qui aujourd'hui sont intégrés dans la société française et","QA84_nDOREk","bfm"
137,370.189,371.72,"d'ailleurs condamne sans aucune","QA84_nDOREk","bfm"
138,371.72,375.55,"ambiguïté ce qui se passe de ce point de vue-là. Et aujourd'hui, la menace","QA84_nDOREk","bfm"
139,375.55,377.599,"islamiste réelle qui est une menace, il","QA84_nDOREk","bfm"
140,377.599,380.79,"faut quand même oser le dire, de de moins en moins minoritaire. les chiffres","QA84_nDOREk","bfm"
141,380.79,381.759,"que je vous ai donné tout à l'heure","QA84_nDOREk","bfm"
142,381.759,386.67,"quand 42 % des 18 à 25 ans musulmans dans notre pays ont des sympathies pour","QA84_nDOREk","bfm"
143,386.67,388.28,"des courants islamistes si on n'est pas","QA84_nDOREk","bfm"
144,388.28,391.469,"capable si vous voulez de nommer absolument si on n'est pas capable de et","QA84_nDOREk","bfm"
145,391.469,392.44,"puis je pourrais vous donner plein","QA84_nDOREk","bfm"
146,392.44,395.55,"d'autres exemples sur l'explosion par exemple du port du voile et voilà il","QA84_nDOREk","bfm"
147,395.55,396.599,"faut quand même être capable de regarder","QA84_nDOREk","bfm"
148,396.599,399.99,"cette réalité en face pour lui apporter une réponse. Et la réponse, elle passe,","QA84_nDOREk","bfm"
149,399.99,401.759,"pardonnez-moi, par la question de la loi","QA84_nDOREk","bfm"
150,401.759,404.99,"du nombre bien sûr parce que plus évidemment vous avez des populations. Ça","QA84_nDOREk","bfm"
151,404.99,405.96,"dire quoi la loi du nombre ?","QA84_nDOREk","bfm"
152,405.96,408.83,"Bah la loi du nombre, c'est que si vous espérez pouvoir intégrer et même","QA84_nDOREk","bfm"
153,408.83,410.479,"assimiler des populations, encore","QA84_nDOREk","bfm"
154,410.479,413.35,"faut-il que ces populations dans un certain nombre de territoires soient au","QA84_nDOREk","bfm"
155,413.35,415.68,"contact de la population native pour","QA84_nDOREk","bfm"
156,415.68,418.11,"pouvoir s'intégrer à cette culture précisément qui est censé être la","QA84_nDOREk","bfm"
157,418.11,419.599,"culture de référence. Si sur des ponts","QA84_nDOREk","bfm"
158,419.599,423.629,"entiers du territoire vous n'avez plus qu'une politique multiculturelle avec","QA84_nDOREk","bfm"
159,423.629,424.96,"des communautés dire quoi en fait ce que","QA84_nDOREk","bfm"
160,424.96,429.71,"vous forme de gto et donc des communautés qui vivent de","QA84_nDOREk","bfm"
161,429.71,431.36,"manière justaus mais sans se mélanger","QA84_nDOREk","bfm"
162,431.36,434.029,"c'est un fait absolu voilà je veux dire plus personne aujourd'hui ne peut le","QA84_nDOREk","bfm"
163,434.029,435.28,"contester et ce qui fait que nous avons","QA84_nDOREk","bfm"
164,435.28,438.189,"des viviers de recrutement privilégiés malheureusement de la part de ces","QA84_nDOREk","bfm"
165,438.189,439.199,"islamistes avec des influences","QA84_nDOREk","bfm"
166,439.199,442.35,"étrangères sur lesquelles je ne m'étends pas mais qui sont bien connus on met","QA84_nDOREk","bfm"
167,442.35,443.879,"beaucoup en avant depuis hier cette","QA84_nDOREk","bfm"
168,443.879,448.629,"image inouie de ce héros qui a qui a sauté","QA84_nDOREk","bfm"
169,448.629,450.919,"contre le terroriste pour le désarmer","QA84_nDOREk","bfm"
170,450.919,456.469,"avec un courage inoui. Il s'agit d'Amed Alhamed, un vendeur de fruits de 43 ans,","QA84_nDOREk","bfm"
171,456.469,459.24,"lui-même musulman, c'est important de le","QA84_nDOREk","bfm"
172,459.24,462.749,"signaler ce matin, et qui est blessé d'ailleurs heil","QA84_nDOREk","bfm"
173,462.749,464.199,"de balles deux balles en effet. Donc","QA84_nDOREk","bfm"
174,464.199,467.629,"c'est c'est un acte absolument admirable et d'ailleurs faut le rappeler.","QA84_nDOREk","bfm"
175,467.629,468.84,"Heureusement d'une certaine manière que","QA84_nDOREk","bfm"
176,468.84,471.79,"dans le flux des personnes que nous accueillons, il y a des gens qui se","QA84_nDOREk","bfm"
177,471.79,473.639,"comporte bien et qui se comportent même","QA84_nDOREk","bfm"
178,473.639,478.83,"de fait là en en héros et qui sont des gens bien sûr tout à fait admirables. Le","QA84_nDOREk","bfm"
179,478.83,479.72,"problème si vous voulez c'est qu'en","QA84_nDOREk","bfm"
180,479.72,483.309,"parallèle de cet homme courageux, il y a les deux autres et donc d'une certaine","QA84_nDOREk","bfm"
181,483.309,485.199,"manière une fois de plus la le principe","QA84_nDOREk","bfm"
182,485.199,488.469,"de précaution doit nous appeler à remettre la politique d'immigration en","QA84_nDOREk","bfm"
183,488.469,490.039,"général. J'ai envie de dire presque mal","QA84_nDOREk","bfm"
184,490.039,493.95,"malheureusement malheureusement. D'accord. Mais malheureusement","QA84_nDOREk","bfm"
185,493.95,495.12,"d'ailleurs aussi vous avez raison pour","QA84_nDOREk","bfm"
186,495.12,498.79,"ce monsieur mais en tant que responsable politique nous avons d'abord un devoir","QA84_nDOREk","bfm"
187,498.79,500.639,"de responsabilité vis-à-vis de nos","QA84_nDOREk","bfm"
188,500.639,502.99,"populations. Et quand on sait que ce risque existe aujourd'hui dans la","QA84_nDOREk","bfm"
189,502.99,504.36,"politique telle qu'elle est menée, et","QA84_nDOREk","bfm"
190,504.36,506.99,"bien il faut être capable de prendre des mesures importantes et radicales. En","QA84_nDOREk","bfm"
191,506.99,508.4,"France, Laurent Nè, le ministre de","QA84_nDOREk","bfm"
192,508.4,513.35,"l'intérieur a demandé le renforcement de la sécurité auprès des lieux de culte.","QA84_nDOREk","bfm"
193,513.35,515.479,"immédiatement les lieux de culte juifs","QA84_nDOREk","bfm"
194,515.479,520.949,"avec les fêtes euh de fin d'année juive de Hanuka. Mais il a aussi évoqué la","QA84_nDOREk","bfm"
195,520.949,522.68,"question du renforcement de la sécurité","QA84_nDOREk","bfm"
196,522.68,528.87,"euh des églises le soir de Noël. Il parle d'une tension euh terroriste aigue","QA84_nDOREk","bfm"
197,528.87,530.92,"en France. Est-ce que les mesures vous","QA84_nDOREk","bfm"
198,530.92,533.07,"paraissent suffisantes ? Bah c'est toujours le même sujet si vous","QA84_nDOREk","bfm"
199,533.07,534.56,"voulez. Nous sommes en train de rentrer","QA84_nDOREk","bfm"
200,534.56,539.829,"dans une logique d'un pays ultra comment dire ultra policier, ultra sécuritaire","QA84_nDOREk","bfm"
201,539.829,541.279,"de fait puisque nous avons cette menace","QA84_nDOREk","bfm"
202,541.279,543.43,"aujourd'hui. Mais j'aimerais qu'on prenne le mal à la racine. Je vous en ai","QA84_nDOREk","bfm"
203,543.43,545,"parlé longtemps mais c'est vrai que moi","QA84_nDOREk","bfm"
204,545,547.389,"je je vais avec mes petites filles comme beaucoup de parents sur les marchés de","QA84_nDOREk","bfm"
205,547.389,548.8,"Noël. Les marchés de Noël aujourd'hui","QA84_nDOREk","bfm"
206,548.8,551.829,"sont des camps retranchés. Ça veut dire que avant de voir le sapin, on passe","QA84_nDOREk","bfm"
207,551.829,553.68,"devant les plots en béton. Avant de","QA84_nDOREk","bfm"
208,553.68,556.71,"passer sous les guirlandes, on passe sous les portiques. Avant de rencontrer","QA84_nDOREk","bfm"
209,556.71,558.64,"le père Noël, on rencontre des soldats","QA84_nDOREk","bfm"
210,558.64,561.71,"français avec des armes de guerre. Et le pire dans tout ça, c'est qu'on s'y","QA84_nDOREk","bfm"
211,561.71,563.399,"habitue. Ça veut dire que ça devient","QA84_nDOREk","bfm"
212,563.399,567.269,"normal alors que c'est c'est absolument infernal. Donc de fait, on prend ces","QA84_nDOREk","bfm"
213,567.269,568.6,"mesures en bout de course parce qu'on","QA84_nDOREk","bfm"
214,568.6,571.069,"n'est pas capable de traiter le mal à la racine. Et le mal à la racine, c'est","QA84_nDOREk","bfm"
215,571.069,572,"celui dont je vous ai parlé tout à","QA84_nDOREk","bfm"
